,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkHours,AbsentDays,OvertimeDays
2647,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,10.769022131887986,15,246
2648,21,No,Travel_Rarely,Sales,10,5,Medical,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,8.209698275862069,29,0
2649,39,No,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,6.314996312684366,35,0
2650,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,7.9576430615164515,28,0
2651,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,7.830423338185346,32,0
2652,36,No,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,7.825021008403361,23,0
2653,56,No,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,6.620111585944919,27,0
2654,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,10.876961134954698,28,233
2655,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,7.3782815442561205,25,0
2656,56,Yes,Travel_Rarely,Sales,10,4,Other,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,6.812821327683616,25,0
2657,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,7.812496468926554,25,0
2658,34,No,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,7.357590187590187,30,0
2659,36,No,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,7.69374655647383,19,0
2660,41,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,7.083069561157797,23,0
2661,32,No,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3,6.697839896858884,24,0
2662,35,No,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3,10.486130705394192,20,241
2663,38,No,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4,6.913981102003643,17,0
2664,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3,7.196671394799055,26,0
2665,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2.0,4.0,2.0,2,3,6.297541666666666,21,0
2666,45,No,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3,6.082725321888412,28,0
2667,40,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3.0,3.0,3.0,3,3,6.21671196948021,28,0
2668,35,No,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4,8.381166666666669,16,4
2669,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3,7.506722222222223,31,0
2670,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3,6.899807504873293,33,0
2671,29,No,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3,9.795089869281046,23,237
2672,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3,6.116676499508358,35,0
2673,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3,9.596655982905983,27,232
2674,39,No,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3,7.494827134000953,28,0
2675,31,No,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3,7.26115721040189,26,0
2676,26,No,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4,7.523019005847954,33,0
2677,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3,7.697297358834244,17,0
2678,39,No,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3,5.987375910746812,17,0
2679,27,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4,9.295790330079033,22,208
2680,49,No,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3,6.415900997150998,27,0
2681,34,No,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3,6.470493025493026,30,0
2682,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3,8.594232301922176,24,25
2683,49,No,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4,6.697707115009746,33,0
2684,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3,8.492027417027417,30,12
2685,33,No,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3,9.51720177970178,30,220
2686,27,No,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3,6.3870397153351695,19,0
2687,32,No,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3,7.246658462259728,24,0
2688,59,No,Travel_Rarely,Sales,2,2,Marketing,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3,9.9697350069735,22,239
2689,30,No,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3,6.396685660018993,27,0
2690,38,No,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3,7.990215537113878,20,0
2691,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,7.820515173764072,34,0
2692,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,7.497904896421845,25,0
2693,29,No,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,10.72930316091954,29,232
2694,31,No,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,1.0,3.0,2.0,3,3,6.335467224546722,22,0
2695,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3,7.589471982758622,29,0
2696,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,5,Research Director,Single,100960,,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,10.514124371284865,18,243
2697,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,8.0110807860262,32,0
2698,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,10.69983190271817,28,233
2699,22,No,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,9.987742486338798,17,244
2700,53,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,8.013222455648927,23,0
2701,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,9.679868113912232,23,237
2702,24,No,Non-Travel,Research & Development,1,5,Life Sciences,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,6.901887706855792,26,0
2703,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,6.500812621832359,33,0
2704,34,No,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,6.120792349726776,17,0
2705,21,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,5.9806673881673875,30,0
2706,34,Yes,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,7.7862403628117915,16,0
2707,53,No,Travel_Rarely,Sales,2,1,Life Sciences,Male,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8,3.0,,2.0,3,3,7.499900875979714,20,0
2708,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,9.491586648376773,18,228
2709,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,,2,4,6.884506172839506,27,0
2710,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,7.094737394957984,23,0
2711,46,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,8.01465541490858,24,0
2712,33,No,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,6.460929038281979,23,0
2713,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,8.498006535947713,23,11
2714,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,6.09725321395776,19,0
2715,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,6.489479458450046,23,0
2716,24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,9.689935720844813,19,240
2717,43,No,Travel_Rarely,Sales,9,5,Technical Degree,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,6.499559426229508,17,0
2718,50,Yes,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,8.894330543933053,22,87
2719,35,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,7.1040713276836165,25,0
2720,36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,9.130807971014494,31,151
2721,33,No,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,6.599109929078015,26,0
2722,35,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,6.1866900093370685,23,0
2723,27,No,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,7.5895013947001395,22,0
2724,26,Yes,Travel_Rarely,Sales,4,3,Marketing,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,7.700121671258035,19,0
2725,27,No,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,6.773530543530543,30,0
2726,30,No,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,6.813341335162323,18,0
2727,41,Yes,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,6.006660855416086,22,0
2728,34,No,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,7.779143026004728,26,0
2729,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3,6.083371980676328,31,0
2730,46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8,1.0,4.0,3.0,3,3,9.295620490620491,30,191
2731,35,No,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3,6.919921802054155,23,0
2732,48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3,9.309293684710351,27,195
2733,28,Yes,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4,10.671643614568927,20,241
2734,44,No,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3,9.391213080168777,24,214
2735,35,No,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3,3,9.484306742640076,27,222
2736,26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0,,4.0,2.0,3,4,10.192182870370369,21,240
2737,33,No,Travel_Frequently,Sales,29,4,Life Sciences,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3,3,8.223002267573696,16,0
2738,35,No,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3,4,6.477757246376812,31,0
2739,35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2,3,8.797342403628118,16,68
2740,31,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3,3,6.079943710230054,34,0
2741,37,No,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3,3,7.4127754036087365,27,0
2742,32,No,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3,3,8.112133190883192,27,2
2743,38,No,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3,3,6.184593079922028,33,0
2744,50,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0,3,3,9.529191609977326,16,234
2745,59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3,3,6.903471064814815,21,0
2746,36,No,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3,3,6.004394257703082,23,0
2747,55,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3,3,8.11756763285024,31,0
2748,36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0,3,3,7.211824074074074,21,0
2749,45,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,2.0,1.0,3.0,3,3,6.77077147525677,23,0
2750,35,No,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0,3,3,6.08270863137816,28,0
2751,36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0,4,3,8.87298726851852,21,74
2752,59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0,2,3,6.809138418079097,25,0
2753,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0,3,3,7.797563131313131,19,0
2754,31,No,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0,1,4,6.30899930264993,22,0
2755,32,No,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0,2,3,7.5021654846335695,26,0
2756,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0,2.0,4.0,3.0,3,3,7.192458804143127,25,0
2757,31,No,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0,3,3,6.103305898491084,18,0
2758,35,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0,4,3,6.036447626040137,34,0
2759,45,No,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0,1,3,8.942251334303736,32,93
2760,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0,3,3,6.592121101364523,33,0
2761,46,No,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0,3,3,10.291692894611352,28,233
2762,30,No,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0,3,3,9.193685666185665,30,167
2763,35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0,3,3,7.903942768199234,29,0
2764,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0,3,3,6.689085038986354,33,0
2765,38,No,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0,4,3,8.799516203703702,21,57
2766,34,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3,1.0,2.0,3.0,3,3,7.969375917767987,34,0
2767,56,No,Travel_Rarely,Human Resources,2,1,Medical,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2,4.0,4.0,2.0,3,3,6.303037974683544,24,0
2768,23,No,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0,3.0,1.0,3.0,3,4,6.400710514233242,19,0
2769,51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3,4.0,4.0,3.0,2,3,6.680548668503214,19,0
2770,30,No,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8,3.0,4.0,3.0,4,4,7.580297291092746,19,0
2771,46,Yes,Travel_Rarely,Sales,1,2,Medical,Female,2,Research Scientist,Single,97140,1.0,22,0,9.0,0,9,4,7,3.0,4.0,3.0,3,4,6.212327423167848,26,0
2772,40,No,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22.0,2,22,11,11,3.0,2.0,2.0,2,3,7.393092592592593,21,0
2773,51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,5,Sales Representative,Single,24500,0.0,12,1,11.0,2,10,1,0,3.0,4.0,1.0,3,3,10.108070175438598,14,247
2774,30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11.0,0,11,2,7,3.0,2.0,2.0,3,3,8.085411301859798,28,0
2775,46,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21.0,3,10,9,5,3.0,1.0,2.0,3,3,9.029782559198543,17,133
2776,32,No,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690,1.0,14,0,12.0,6,11,5,7,2.0,3.0,3.0,2,3,7.266001182033096,26,0
2777,54,No,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16.0,2,4,0,3,1.0,3.0,1.0,2,4,7.6289959981167605,25,0
2778,24,No,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870,0.0,20,3,4.0,1,3,0,2,1.0,3.0,2.0,3,4,7.780240271917487,24,0
2779,28,No,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5.0,2,5,0,4,2.0,3.0,4.0,2,3,5.9836557971014495,31,0
2780,58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720,0.0,14,0,38.0,2,37,1,8,4.0,3.0,2.0,4,3,7.103534836065574,17,0
2781,44,No,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,195860,4.0,16,0,17.0,3,3,1,2,2.0,2.0,4.0,2,3,6.7090300925925925,21,0
2782,37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,Male,2,Healthcare Representative,Divorced,54840,4.0,17,0,7.0,4,3,0,2,3.0,1.0,3.0,3,3,10.150894557823129,16,245
2783,32,No,Travel_Rarely,Human Resources,12,2,Human Resources,Female,1,Sales Representative,Single,20610,1.0,15,1,1.0,2,1,0,0,4.0,1.0,3.0,2,3,7.9799502668607465,32,0
2784,20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,Female,2,Healthcare Representative,Single,99240,1.0,22,0,1.0,3,1,1,0,4.0,4.0,3.0,3,4,10.725876251788268,28,233
2785,34,No,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980,1.0,22,1,16.0,2,16,2,10,1.0,3.0,3.0,2,4,7.589314128943759,18,0
2786,37,No,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150,5.0,20,1,17.0,3,1,0,0,3.0,4.0,4.0,3,4,7.763286838340487,28,0
